id,name,address,latitude,longitude,location,types,
5021,dha​raana ghanataaghara,"R76P+M4M ghanataaghara, daeshaii laaiina, dharaana 56700, naepaala",26.8117069,87.2852886,daeshaii laaiina, monument,
5022,ebhaieshana mayaujaiyama,"44600, kaathamaadaauँ, naepaala",27.6938316,85.3538524,kaathamaadaauँ, museum,
5023,ebharaeshata saaiinasa saenatara,"Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, naepaala",26.4476094,87.2126916,Sitagunj,,
5024,edabhaenachara taraekasa naepaala paraa lai,"thamaela maaraga, kaathamaadaauँ 44600, naepaala",27.713566,85.3112769,kaathamaadaauँ,,
5025,eka aulaalae halalaiinae dhaumgaa,"VP94+GMJ, 57300, naepaala",26.8688383,87.706656,57300, amusement_park,
5026,ekaanata taola,"JVGX+HC8, kanakaaii 57200, naepaala",26.627064,87.899037,kanakaaii, hike,
5027,ekadaaraa gaauँpaalaikaa ‍‍‍‍waadaa-४ kaarayaalaya,"MP9W+28P, jalaeshawaora raoda, halakhaoraii 45700, naepaala",26.6675965,85.7458106,jalaeshawaora raoda, historic_site,
5028,ekataa parashamsaa manadalaii,"Gangadev 2, naepaala",28.4394078,82.4232718,naepaala, church,
5029,ekawaa waatara paaraka laumabainaii,"Lumbini Aqwa Park and Resort, saidadhaarathanagara 32900, naepaala",27.4861831,83.4628829,saidadhaarathanagara, amusement_park,
5030,eona ekawaaraiyama sapa,"M8M9+FGW, Kupondol, lalaitapaura, naepaala",27.6837389,85.3188291,Kupondol, aquarium,
5031,esaelaukharaka,"esaelaukharaka, baadae gaauँ, naepaala",27.7925396,85.6139333,baadae gaauँ, trek,
5032,g,"Near, irrigation Office, Gadda Highway, bhaiimadatata 10400, naepaala",28.9740294,80.1763381,irrigation Office,,
5033,gaadhaanaiilao,"amara chaitarakara maaraga, kaathamaadaauँ 44600, naepaala",27.7131615,85.2943528,kaathamaadaauँ, aquarium,
5034,gaaidaakaota,"gaaidaakaota, naepaala",27.7115758,84.3745372,naepaala, historic_site,
5035,gaaimdaa parataimaa,"HFGV+WJX, rata‍nanagara 44204, naepaala",27.577371,84.4941048,rata‍nanagara,,
5036,gaaumaukhaii,"gaaumaukhaii, naepaala",28.2535999,83.0119021,naepaala, historic_site,
5037,gaaumaula,"gaaumaula, naepaala",29.4759354,81.3940616,naepaala, historic_site,
5038,gaauraii shamkara,"gaauraii shamkara, naepaala",27.9004027,86.357952,naepaala, art_gallery,
5039,gaauraiishamkara chalachaitara manadaira,"M26X+9XW, laamaosaaँghau-raamaechhaapa raajamaaraga, bhaimaeshawara nagarapaalaikaa 45500, naepaala",27.660981,86.0499399,laamaosaaँghau-raamaechhaapa raajamaaraga, mosque,
5040,"gaauraiishamkara gaauँpaalaikaa-३, daaँdaakharaka, daolakhaa","M6W2+RP4, jaugau 45500, naepaala",27.6970233,86.2018264,jaugau, historic_site,
5041,gaauraiishangakara,"gaauraiishangakara, naepaala",27.9003962,86.3578575,naepaala, historic_site,
5042,gaaushaalaa,"gaaushaalaa, naepaala",26.911206,85.7973732,naepaala, historic_site,
5043,gaaushaalaa raoda basa paaraka,"pauurawa pashachaima raajamaaraga, baradaibaasa 45701, naepaala",27.001634,85.8529777,baradaibaasa, park,
5044,gadabaijaulaa taala,"kaृshanapaura 10400, naepaala",28.8495555,80.4222926,naepaala, historic_site,
5045,gadadaii baaithaka,"P834+HMW, kaathamaadaauँ 44600, naepaala",27.7039986,85.3067169,kaathamaadaauँ, historic_site,
5046,gadaii bhagawatai maaiikaae manadaira,"F49J+23F, jayapaृthawaii 10500, naepaala",29.467559,81.1302346,jayapaृthawaii, mosque,
5047,gadhaiimaaii,"gadhaiimaaii, naepaala",26.9455292,85.3639417,naepaala, tourist_attraction,
5048,gadhaiimaaii manadaira,"mahaagadhaiimaaii 44405, naepaala",26.9934073,85.047285,naepaala, monument,
5049,gadhawaa,"gadhawaa, naepaala",27.7582627,82.5294065,naepaala, tourist_attraction,
5050,gahairao padhaerao,"XMH4+W7, paelaakaota 33800, naepaala",27.9798337,83.6557003,paelaakaota, amusement_park,
5051,gaharaa (thaamadaadaa),"MM5C+QH, waiiraenadaranagara 21700, naepaala",28.6592452,81.6710661,waiiraenadaranagara, museum,
5052,gaidadhaem chaoka,"7J4P+9H7, kaushamaa 33400, naepaala",28.2558571,83.6360762,kaushamaa, museum,
5053,gaithaepaanaii saimchaai dayaama,"3F6W+QRP, ghaoraahaii 22400, naepaala",28.0619555,82.4970782,ghaoraahaii, amusement_park,
5054,gajauramaukhaii dhaama,"VQWG+VCH, gajauramaukhaii 57300, naepaala",26.8971954,87.7760947,gajauramaukhaii, hindu_temple,
5055,galachhaii,"galachhaii, naepaala",27.7958244,85.0002668,naepaala, historic_site,
5056,galachhaii bagara raesaorata,"R233+6W5, gaoganapaanaii 45100, naepaala",27.8030213,85.0048519,gaoganapaanaii, tourist_attraction,
5057,gamgaadaewa,"gamgaadaewa, naepaala",28.4684654,82.4198272,naepaala, historic_site,
5058,gamgaadaewa gaauँpaalaikaa raolapaa,"CCMF+7QC, jainaabaanga 22100, naepaala",28.4331556,82.4243624,jainaabaanga, historic_site,
5059,ganaesha chaautaaraii Ganesh Choutari,"MCF4+F48, Unnamed Road, Bhaktapur 44800, Nepal",27.6736737,85.4054584,4.7,Unnamed Road,
5060,ganaesha manadaira,"H34R+JM7, bhadarapaura 57200, naepaala",26.5566156,88.0916717,bhadarapaura, hindu_temple,
5061,ganaeshamaana chaaranaatha,"ganaeshamaana chaaranaatha, naepaala",26.9554568,86.1140892,naepaala, historic_site,
5062,ganatanatara samaaraka,"P88F+6PF, naaraayanahaitaii patha, kaathamaadaauँ 44600, naepaala",27.715573,85.324286,naaraayanahaitaii patha, monument,
5063,ganatawaya asaiimaita taraekainga naepaala,"Thamel Rd, kaathamaadaauँ 44600, naepaala",27.7169482,85.3117758,kaathamaadaauँ, trek,
5064,ganayaapadhauraa,"ganayaapadhauraa, naepaala",29.2510667,80.6370226,naepaala, tourist_attraction,
5065,ganayaapadhauraa gaauँpalaikaa,"10300, naepaala",29.279153,80.6761211,naepaala, tourist_attraction,
5066,gangagaa jamaunaa manadaira,"3WQ8+353, Baseri 45100, naepaala",28.0876291,84.9154189,Baseri, park,
5067,gangagaajamaunaa gaauँpaalaikaa,"3W7C+49M, 45100, naepaala",28.0628344,84.9209241,45100, historic_site,
5068,gaodaawaraii,"gaodaawaraii, naepaala",27.6015625,85.3652959,naepaala, historic_site,
5069,gaodaawaraii jamgala,"HCP2+3HG, gaodaawaraii 44709, naepaala",27.5851938,85.4014387,gaodaawaraii, historic_site,
5070,gaodaawaraii maarabala daaँdaa,"44709, naepaala",27.5911877,85.3753456,naepaala, tourist_attraction,
5071,gaodaetaa,"gaodaetaa 45800, naepaala",26.8627407,85.4659195,naepaala, tourist_attraction,
5072,gaokaranaeshawara mahaadaewa manadaira,"P9QQ+P38, jaorapaataii saunadaraiijala sadaka, gaokaranaeshawara 44600, naepaala",27.7392795,85.3876969,jaorapaataii saunadaraiijala sadaka, tourist_attraction,
5073,gaokaulagamgaa gaauँpaalaikaa,"G5M8+JWV, baetaalaii 45400, naepaala",27.5341112,86.1673978,baetaalaii, mosque,
5074,gaokaulagangagaa,"gaokaulagangagaa, naepaala",27.5338274,86.1681562,naepaala, tourist_attraction,
5075,gaokaulama raisaorata,"J7WR+X2R, saunadara daulaaraii 56705, naepaala",26.6474791,87.2900214,saunadara, picnic,
5076,gaolabajaara,"gaolabajaara 56500, naepaala",26.8323115,86.3478151,naepaala, historic_site,
5077,gaolanajaora gaauँ paalaikaa,"73HC+X7Q, 45900, naepaala",27.2799668,86.0707001,45900, mosque,
5078,"gaomabaongajaonga, Gombongjong","22X9+H4, satayadaewaii 45100, naepaala",28.0489854,85.017788,satayadaewaii, museum,
5079,gaopaala phana paaraka,"F865+42X, ramgaelaii raoda, kataharaii 56613, naepaala",26.4603683,87.3076172,ramgaelaii raoda, amusement_park,
5080,gaopaala thaumakaii( Gopal Thumki),"G752+43, maalataa 44700, naepaala",27.5078108,85.250239,maalataa, picnic,
5081,gaorakhaa darabaara,"2J3H+QGF, gaorakhaa bajaara 34000, naepaala",28.0044263,84.6288075,gaorakhaa, monument,
5082,gaorakhaa saahasaika paraa। laimaitaeda,"Yekikaran Sadak 19116, kaathamaadaauँ 44600, naepaala",27.7210169,85.3054709,kaathamaadaauँ, hike,
5083,gaorakhaa samaaraka samgarahaalaya,"6XWQ+FCW, Lamachaur Rd, paokharaa 33700, naepaala",28.2461936,83.9885414,Lamachaur Rd, museum,
5084,gaorakhaa samgaraalaya,"Rani Pokhari Maarga, gaorakhaa 34000, naepaala",27.9987262,84.6244287,gaorakhaa,,
5085,gaosaaiikaunada daृshaya kaenadara,"gaosaaikaunada patha, 45000, naepaala",28.0865898,85.409668,45000, tourist_attraction,
5086,gaosaaiikaunada taala daृshaya kaenadara,"Suryakunda Path, 45000, naepaala",28.0833196,85.4104745,45000, tourist_attraction,
5087,gaosaaiँkaunada,"gaosaaiँkaunada, 45000, naepaala",28.0820059,85.414986,45000, picnic,
5088,"garaesa characha,sharaiinagara haumalaa, Grace Church Adanchuli Rural Municipality Humla","MV67+Q57 garaesa characha, sharaiinagara 21000, naepaala",29.6619971,81.862877,sharaiinagara,,
5089,garaudaa,"garaudaa, 44500, naepaala",26.9487337,85.3084706,44500, historic_site,
5090,"gauhayaeshawaraii shakataipaiitha manadaira, kaathamaanadaaum","P963+G93, kaathamaadaauँ 44621, naepaala",27.7112609,85.3534316,kaathamaadaauँ,,
5091,gaulamaii,"gaulamaii, naepaala",28.088934,83.2934086,naepaala,,
5092,gaulamaii darabaara,"gaulamaii darabaara, 32600, naepaala",28.0213277,83.3226827,32600, historic_site,
5093,gaulamaii satayawataii gaeshata haausa,"maitaranagara -२९, sharaii bhaृkautaii maaraga, 44600, naepaala",27.7327554,85.3103933,sharaii bhaृkautaii maaraga, historic_site,
5094,gaularaiyaa chaauraii baatao,"WFWW+9P, sharaiipaura 45800, naepaala",26.9459542,85.4967887,sharaiipaura, park,
5095,gaumabaa daaँdaa,"946V+VPC, haetaaudaa 44100, naepaala",27.362192,85.1441972,haetaaudaa, mosque,
5096,gaumukhi,"4V23+M87, payauuthaana 22300, naepaala",28.1016595,82.8532928,payauuthaana, church,
5097,gauphaa taakauraa bhayau paoinata,"MFRR+CGQ, mahaamanyajausharaii nagarakaota, naepaala",27.691097,85.491364,mahaamanyajausharaii nagarakaota, trek,
5098,gauphaathaana,"94VP+8HQ, haetaaudaa 44100, naepaala",27.3933305,85.1364812,haetaaudaa, historic_site,
5099,gauraaँsa,"gauraaँsa, naepaala",28.7097684,81.637235,naepaala, historic_site,
5100,gauraaँsae bajaara,"daailaekha sadaka, 21600, naepaala",28.6936346,81.6287613,21600, monument,
5101,gaurajaebhanyajayaangaga,"Bidur-Tokha Road, 44900, naepaala",27.8135955,85.3157258,44900, hike,
5102,gaurau paaraka raamapaura okhaladhaugaam,"9C4Q+GJ, Prapchan 56100, naepaala",27.356341,86.43906,Prapchan, picnic,
5103,gauthaiichaaura,"gauthaiichaaura, naepaala",29.1796068,82.4102628,naepaala, mosque,
5104,gayaama taunapaalaa shailapaa kayauui,"FPV9+H3, mamgalataara 45200, naepaala",27.4938753,85.7177028,mamgalataara, hike,
5105,ghaasakao maelaa-bhaudadaiisalalaa,"9QPW+3R, 10200, naepaala",29.3851875,80.7970625,10200,,
5106,"ghadaiiarawaa paokharai, waiiraganyaja","2V7F+GWH, Ghadiarwa, waiiraganyaja, naepaala",27.013816,84.874871,Ghadiarwa, tourist_attraction,
5107,ghaeraabanaii chaautaarao,"Sundarharaincha-3, Gherabani, naepaala",26.6229924,87.3065737,Gherabani, park,
5108,ghale gau pakha tadi-1,"X943+44W, raalaukaadaebaii 44900, naepaala",27.9553713,85.3528287,raalaukaadaebaii, park,
5109,ghamamau shaiwaalaya manadaira,"45FV+MPC, Mayalpokhari - Tamghas Rd, daralaamachaaura 32600, naepaala",28.1241849,83.1942835,Mayalpokhari - Tamghas Rd, hindu_temple,
5110,ghanataaghara,"waiiraganyaja 44300, naepaala",27.0149613,84.8788959,naepaala,,
5111,ghanataaghara baala udayaana,"HJWC+W57, Unnamed Road, waiiraenadaranagara 21700, naepaala",28.5972769,81.6204233,Unnamed Road, amusement_park,
5112,ghanataaghara saurakhaeta,"HJXC+328, Unnamed Road, waiiraenadaranagara 21700, naepaala",28.5976573,81.6200618,Unnamed Road,,
5113,ghaochachaakao daaँdaa,"958X+MX9, khaumgaa 33300, naepaala",28.366667,83.2,khaumgaa, park,
5114,ghaodaa baananae raha (parakhayaata paaudaii sathaana),"saeraa sadaka, 33300, naepaala",28.3289849,83.1579369,33300, amusement_park,
5115,ghaodaaghaodaii,"ghaodaaghaodaii 10900, naepaala",28.627729,80.9650023,naepaala, tourist_attraction,
5116,ghaodaaghaodaii taala,"ghaodaaghaodaii taala, 10900, naepaala",28.6888793,80.9498015,10900, monument,
5117,ghaodaakhaora chaauraii pharama,"3MGQ+F5, pahaadaa 21400, naepaala",29.0762094,82.6877553,pahaadaa, zoo,
5118,ghaprakharka jhaaparaakharaka maalaikaa,"8G4X+4G, Baglung 33200, Nepal",28.3053125,83.5488125,Baglung,"park, point_of_interest, establishment",
5119,ghayaamapaadaamdaa,"molung 5, naepaala",27.3674714,86.4177452,naepaala, trek,
5120,ghayaamapae daaँdaa,"JCRC+FGW, Ghyampe Danda Sadak, ananatalaingagaeshawara 44800, naepaala",27.6412309,85.4213408,Ghyampe Danda Sadak, picnic,
5121,ghayaamapae daaँdaa wanabhaoja sathala,"JCQF+6W3, ananatalaingagaeshawara, naepaala",27.6381719,85.4253785,ananatalaingagaeshawara, picnic,
5122,ghayaanga daadaa,"Q23V+37R, Kuri Village, naepaala",27.7527294,86.0431483,Kuri Village, hike,
5123,ghayaangalaekha,"ghayaangalaekha, naepaala",27.3809238,85.7711622,naepaala, hindu_temple,
5124,ghayaangasawaaraa sahaida samaaraka paaraka,"V9R2+R3, thaparaeka 44900, naepaala",27.8920625,85.3501875,thaparaeka, park,
5125,godavari Viral Bridge,"VHJQ+P2W, atataraiiyaa 10900, naepaala",28.8827298,80.5876692,atataraiiyaa, park,
5126,haamaii taraeka naepaala (paृ) laimaitaeda,"chaakasaiiwaaraii maaraga 16, kaathamaadaauँ 44600, naepaala",27.7151701,85.3103372,kaathamaadaauँ, trek,
5127,haata,"haata 10200, naepaala",29.6152118,80.6964905,naepaala, historic_site,
5128,haatataii chaoka,"HFJV+HPM, rata‍nanagara 44204, naepaala",27.5814533,84.4943043,rata‍nanagara, monument,
5129,haatataii parajanana tathaa taalaima kaenadara,"Baadreni Road Royal Chitwan NP., bharatapaura 44204, naepaala",27.5819444,84.4630556,bharatapaura, tourist_attraction,
5130,haatataiigaauँdaa wara chaautaaraa,"2FFX+FQ, paalaungataara, naepaala",28.0229161,84.5004238,paalaungataara, picnic,
5131,haatataiisaँdae daaँdaa,"G45H+G8, bhaimaphaedaii 44100, naepaala",27.5088352,85.1283443,bhaimaphaedaii, tourist_attraction,
5132,haaँdaikaaeta,"4HQH+WVG jaimini Municipality -9, raangakhaanaii 33300, naepaala",28.1398121,83.5796985,raangakhaanaii, hike,
5133,haaँgaethaaँtaii chaautaarao,"MH6R+W25, paaँchakhaala 45212, naepaala",27.6622677,85.5901168,paaँchakhaala, park,
5134,haila paaraka,"MFWC+8M8, bautawala 32907, naepaala",27.6957886,83.4716902,bautawala,,
5135,hailae gaumabaa,"28H7+G62, kaoshaii raajamaaraga, dhanakautaa 56806, naepaala",27.0287511,87.3130093,kaoshaii raajamaaraga, mosque,
5136,hailaihaanga,"hailaihaanga, naepaala",27.2148062,87.7691576,naepaala, tourist_attraction,
5137,hailaiyaapaanaii dhaarao,"7HMC+3J9, Baglung 33300, Nepal",28.2826616,83.5716231,Baglung,"museum, point_of_interest, establishment",
5138,hailasaa,"hailasaa 21000, naepaala",30.1517424,81.334097,naepaala, hike,
5139,haimaalaya jaawaa gayaalaraii kayaaphae,"Airport road, Jomsom , Mustang, naepaala",28.7830141,83.7249804,Jomsom, art_gallery,
5140,haimaalaya kalaa ra hasatakalaa,"Nil Barahi Rd, madhayapaura thaimai 44600, naepaala",27.7018057,85.3949619,madhayapaura, art_gallery,
5141,haimaalaya kao kalaa wairaasata,"RP36+H5W, Lukla - Everest Base Camp Trekking Route, naamachae 56000, naepaala",27.8042113,86.7105031,Lukla - Everest Base Camp Trekking Route, art_gallery,
5142,haimaalaya karausaeda paenataiikaosatala characha ilaama,"VWPF+7J9, iilaama 57300, naepaala",26.8856467,87.9241379,iilaama,,
5143,haimaalaya naepaala taraeka paraa। laimaitaeda,"Buddha-06, baudhaanaiilakanatha 44600, naepaala",27.735945,85.35887,baudhaanaiilakanatha, trek,
5144,haimaalaya saiinaraii taraekaharauu paraaiwaeta laimaitaeda,"Chhetrapati, kaathamaadaauँ 44600, naepaala",27.7120932,85.3074167,kaathamaadaauँ,,
5145,"hairaapaura kaalao haraina samrakashana kashaetara, shaukalaaphaaँtaa raashataraiya naikaunyaja","Shuklaphanta Municipality, 10400, naepaala",28.953146,80.3349485,10400, zoo,
5146,hairanayawarana mahaawaihaara,"M8GF+3QG, kawaalakhau maaraga, lalaitapaura 44700, naepaala",27.675192,85.324442,kawaalakhau maaraga, monument,
5147,haitaii paokharaii,"P879+CQ5, kaathamaadaauँ 44600, naepaala",27.7135045,85.3194849,kaathamaadaauँ, historic_site,
5148,haladaiwaaraii,"haladaiwaaraii, 57200, naepaala",26.5591124,88.0216074,57200, historic_site,
5149,halaesaii tauwaachaunga,"halaesaii tauwaachaunga, naepaala",27.1845797,86.5938176,naepaala, tourist_attraction,
5150,halauwaagadha kaalaii khaolaa saimasaara parayaaparayatana baikaasa,"PXQP+R75, khaudaunaabaaraii 57300, naepaala",26.7395035,87.9857288,khaudaunaabaaraii, picnic,
5151,hanaumaana dhaokaa,"Hanuman Dhoka Sadak, kaathamaadaauँ 44600, naepaala",27.704272,85.307417,kaathamaadaauँ, monument,
5152,hanaumaana manadaira,"GPVX+8JV, raajabairaaja raoda, raajawairaaja 56400, naepaala",26.5433632,86.7490547,raajabairaaja raoda, monument,
5153,"hanaumaana manadaira,sharaiikaृshana manadaira","JH83+8XV, khaairahaanaii 44204, naepaala",27.6158647,84.5549068,khaairahaanaii, hindu_temple,
5154,hanaumaananagara,"hanaumaananagara, hanaumaananagara jaogainaiimaaii 56400, naepaala",26.5059385,86.8596744,hanaumaananagara, tourist_attraction,
5155,hanaumaananagara jaogainaiimaaii,"hanaumaananagara jaogainaiimaaii 56400, naepaala",26.5157295,86.8660897,naepaala, historic_site,
5156,hanaumaananagara kamkaalainaii nagarapaalaikaa kaarayaalaya,"GV35+66G, 56401,, hanaumaananagara jaogainaiimaaii 56401, naepaala",26.5031909,86.8594113,56401, historic_site,
5157,haokasae (paaँchakhaala),"MM23+9W4, palaanachaoka bhagawataii maaraga, paaँchakhaala 45200, naepaala",27.6509013,85.6548435,palaanachaoka bhagawataii maaraga, church,
5158,haongakhayaama nayaaii,"HMXF+GH, taakasainadau 56000, naepaala",27.5988404,86.6738835,taakasainadau, park,
5159,haraiharapauragadhaii,"haraiharapauragadhaii 45900, naepaala",27.316667,85.4833331,naepaala, tourist_attraction,
5160,haraipaurawaa,"haraipaurawaa, naepaala",26.8899781,85.6794434,naepaala, historic_site,
5161,haraiwana,"haraiwana, naepaala",27.092248,85.5715015,naepaala, tourist_attraction,
5162,"haraiwana nagarapaalaikaa kaarayaalaya, saralaahaii","3HQ2+P86, haraiwana 45804, naepaala",27.0892649,85.5507678,haraiwana, historic_site,
5163,haraiyaalaii paaraka,"raedaiyao naepaala maaraga, dharaana 56700, naepaala",26.8013632,87.2737183,dharaana,,
5164,haraiyaalaii saamaudaayaika wana,"PX74+Q5, ghaodaaghaodaii 10900, naepaala",28.714476,80.9553876,ghaodaaghaodaii, park,
5165,haramaichaaura hanaumaana paaraka,"XHJH+JHQ, Arbeni Rd, haramaichaaura 33800, naepaala",27.9815972,83.5789922,Arbeni Rd, park,
5166,hasaegauma,"97XG+6R, maunaa 33300, naepaala",28.3980666,83.2770776,maunaa, hike,
5167,hasainaa saimasaara,"M8V9+5H3, Unnamed Road, saunadara daulaaraii, naepaala",26.6928847,87.3189237,Unnamed Road, monument,
5168,hatauwaagadhaii,"hatauwaagadhaii, naepaala",27.0096598,87.1102983,naepaala, tourist_attraction,
5169,hatauwaagadhaii gaauँpaalaikaa,"Hatuwagadhi - 1, Ghodetar Bazzar, naepaala",27.02151,87.1210367,Ghodetar Bazzar, park,
5170,"hatauwaagadhaii saarawajanaika pausatakaalaya tathaa iishawaramaana raaii adhayayana parataishathaana, hatauwaagadhaii","Samriddi Toll, Bhojpur, Hatuwagadhi-1, 57012, naepaala",27.0218448,87.120818,Bhojpur, art_gallery,
5171,haumalaa,"haumalaa, naepaala",30.0051731,81.9534815,naepaala,,
5172,haupaii layaanada jala udayaana,"Kathmandu 44600, naepaala",27.6620256,85.2875264,naepaala,,
5173,haupasaekaota,"haupasaekaota, naepaala",27.7367241,84.0061661,naepaala, tourist_attraction,
5174,hawa ko ghar,"Q7FG+MJM, taarakaeshawara 44600, naepaala",27.7742172,85.2765532,taarakaeshawara, mosque,
5175,hayaapapaiilayaanada phanapaaraka,"MV4X+4HQ, kanakaaii 57200, naepaala",26.6553354,87.8989824,kanakaaii,,
5176,hiking and Cycling Route Kailashe,"MHCG+839, uralaabaaraii 56600, naepaala",26.6707882,87.5752318,uralaabaaraii, trek,
5177,home of Santosh Mahara,"HJ9Q+P8, baijayapaura 10200, naepaala",29.5693652,80.6383047,baijayapaura, church,
5178,iTrekNepal,"Byasi Gate, nagarakaota sadaka, bhakatapaura 44800, naepaala",27.6748931,85.4279609,nagarakaota sadaka, trek,
5179,ichachhaakaamanaa manadaira,"VJCF+HWG, daaraechaoka, naepaala",27.8714276,84.6248136,daaraechaoka, hindu_temple,
5180,"ichachhaakamaana - ५ saathaiimaurae, chaitawana","RHVC+G6R, chanadaii bhanyajayaanga 44200, naepaala",27.8438572,84.5705196,chanadaii, hike,
5181,iijara,"8JCP+7G, amaragadhaii 10300, naepaala",29.3206897,80.6363362,amaragadhaii,,
5182,iinadaraawataii nadaii,"iinadaraawataii nadaii, maelamachaii, naepaala",27.8096241,85.5749989,maelamachaii, trek,
5183,iinadaraayanaii manadaira,"MCFG+7PG, bhakatapaura 2, naepaala",27.673167,85.426814,bhakatapaura, hindu_temple,
5184,iirakhau chaaukaii maoda,"QMHV+F6, chaautaaraa 45306, naepaala",27.7475348,85.7493518,chaautaaraa, tourist_attraction,
5185,iisamaa,"iisamaa, 32600, naepaala",28.1049417,83.2470091,32600, trek,
5186,iishaanaeshawara mahaadaewa manadaira,"565G+HJX, bhaoralaetaara 33600, naepaala",28.1589794,84.2265953,bhaoralaetaara, hindu_temple,
5187,iishanaatha,"iishanaatha, naepaala",26.7936875,85.2107511,naepaala, monument,
